,Dates,Future,Current Future,Next Future,Next Future current val,Number of contracts,Contract Value
1402,2005-06-15,SPU05 index,1211.7,1211.7,1217.5,2.500370952402747,757424.8707566023
1403,2005-06-16,SPU05 index,1215.7,1215.7,1221.6,2.500370952402747,759925.241709005
1404,2005-06-17,SPU05 index,1220.4,1220.4,1226.3,2.500370952402747,762863.1775780782
1405,2005-06-20,SPU05 index,1220.1,1220.1,1226.1,2.500370952402747,762675.6497566479
1406,2005-06-21,SPU05 index,1220.9,1220.9,1226.8,2.500370952402747,763175.7239471285
1407,2005-06-22,SPU05 index,1221.1,1221.1,1226.9,2.500370952402747,763300.7424947486
1408,2005-06-23,SPU05 index,1204.0,1204.0,1209.8,2.500370952402747,752611.6566732269
1409,2005-06-24,SPU05 index,1195.7,1195.7,1201.2,2.500370952402747,747423.3869469912
1410,2005-06-27,SPU05 index,1196.2,1196.2,1201.9,2.500370952402747,747735.9333160415
1411,2005-06-28,SPU05 index,1206.7,1206.7,1212.5,2.500370952402747,754299.4070660988
1412,2005-06-29,SPU05 index,1202.9,1202.9,1208.7,2.500370952402747,751924.0546613162
1413,2005-06-30,SPU05 index,1195.5,1195.5,1201.3,2.500370952402747,747298.368399371
1414,2005-07-01,SPU05 index,1200.0,1200.0,1206.0,2.500370952402747,750111.285720824
1415,2005-07-04,SPU05 index,1198.2,1198.2,1206.0,2.500370952402747,748986.118792243
1416,2005-07-05,SPU05 index,1209.0,1209.0,1215.1,2.500370952402747,755737.1203637304
1417,2005-07-06,SPU05 index,1198.6,1198.6,1204.7,2.500370952402747,749236.1558874832
1418,2005-07-07,SPU05 index,1202.8,1202.8,1208.8,2.500370952402747,751861.545387506
1419,2005-07-08,SPU05 index,1216.4,1216.4,1222.5,2.500370952402747,760362.8066256755
1420,2005-07-11,SPU05 index,1223.4,1223.4,1229.6,2.500370952402747,764738.4557923803
1421,2005-07-12,SPU05 index,1225.6,1225.6,1231.8,2.500370952402747,766113.6598162017
1422,2005-07-13,SPU05 index,1227.9,1227.9,1234.3,2.500370952402747,767551.3731138334
1423,2005-07-14,SPU05 index,1231.7,1231.7,1238.1,2.500370952402747,769926.7255186159
1424,2005-07-15,SPU05 index,1231.2,1231.2,1237.6,2.500370952402747,769614.1791495655
1425,2005-07-18,SPU05 index,1226.5,1226.5,1232.8,2.500370952402747,766676.2432804924
1426,2005-07-19,SPU05 index,1233.2,1233.2,1239.6,2.500370952402747,770864.364625767
1427,2005-07-20,SPU05 index,1236.5,1236.5,1242.9,2.500370952402747,772927.1706614991
1428,2005-07-21,SPU05 index,1230.0,1230.0,1236.4,2.500370952402747,768864.0678638448
1429,2005-07-22,SPU05 index,1237.0,1237.0,1243.4,2.500370952402747,773239.7170305495
1430,2005-07-25,SPU05 index,1234.1,1234.1,1240.5,2.500370952402747,771426.9480900575
1431,2005-07-26,SPU05 index,1235.0,1235.0,1241.4,2.500370952402747,771989.5315543482
1432,2005-07-27,SPU05 index,1239.7,1239.7,1246.3,2.500370952402747,774927.4674234213
1433,2005-07-28,SPU05 index,1247.0,1247.0,1253.6,2.500370952402747,779490.6444115564
1434,2005-07-29,SPU05 index,1236.8,1236.8,1243.4,2.500370952402747,773114.6984829294
1435,2005-08-01,SPU05 index,1237.6,1237.6,1244.2,2.500370952402747,773614.7726734099
1436,2005-08-02,SPU05 index,1245.1,1245.1,1251.8,2.500370952402747,778302.9682091651
1437,2005-08-03,SPU05 index,1247.8,1247.8,1254.5,2.500370952402747,779990.7186020369
1438,2005-08-04,SPU05 index,1238.0,1238.0,1244.6,2.500370952402747,773864.8097686503
1439,2005-08-05,SPU05 index,1229.8,1229.8,1236.4,2.500370952402747,768739.0493162245
1440,2005-08-08,SPU05 index,1227.3,1227.3,1233.9,2.500370952402747,767176.3174709729
1441,2005-08-09,SPU05 index,1234.3,1234.3,1241.0,2.500370952402747,771551.9666376776
1442,2005-08-10,SPU05 index,1233.8,1233.8,1240.5,2.500370952402747,771239.4202686273
1443,2005-08-11,SPU05 index,1238.4,1238.4,1245.2,2.500370952402747,774114.8468638905
1444,2005-08-12,SPU05 index,1231.0,1231.0,1237.7,2.500370952402747,769489.1606019454
1445,2005-08-15,SPU05 index,1237.5,1237.5,1244.2,2.500370952402747,773552.2633995998
1446,2005-08-16,SPU05 index,1221.5,1221.5,1228.1,2.500370952402747,763550.7795899889
1447,2005-08-17,SPU05 index,1221.5,1221.5,1228.1,2.500370952402747,763550.7795899889
1448,2005-08-18,SPU05 index,1221.0,1221.0,1227.6,2.500370952402747,763238.2332209386
1449,2005-08-19,SPU05 index,1223.8,1223.8,1230.4,2.500370952402747,764988.4928876203
1450,2005-08-22,SPU05 index,1224.0,1224.0,1230.7,2.500370952402747,765113.5114352406
1451,2005-08-23,SPU05 index,1221.4,1221.4,1228.0,2.500370952402747,763488.2703161788
1452,2005-08-24,SPU05 index,1209.9,1209.9,1216.4,2.500370952402747,756299.703828021
1453,2005-08-25,SPU05 index,1213.6,1213.6,1220.2,2.500370952402747,758612.5469589934
1454,2005-08-26,SPU05 index,1205.9,1205.9,1212.4,2.500370952402747,753799.3328756182
1455,2005-08-29,SPU05 index,1214.4,1214.4,1221.0,2.500370952402747,759112.621149474
1456,2005-08-30,SPU05 index,1208.6,1208.6,1215.0,2.500370952402747,755487.08326849
1457,2005-08-31,SPU05 index,1221.4,1221.4,1227.8,2.500370952402747,763488.2703161788
1458,2005-09-01,SPU05 index,1221.8,1221.8,1227.9,2.500370952402747,763738.3074114191
1459,2005-09-02,SPU05 index,1219.7,1219.7,1225.9,2.500370952402747,762425.6126614078
1460,2005-09-05,SPU05 index,1223.8,1223.8,1225.9,2.500370952402747,764988.4928876203
1461,2005-09-06,SPU05 index,1234.2,1234.2,1240.5,2.500370952402747,771489.4573638677
1462,2005-09-07,SPU05 index,1235.5,1235.5,1241.9,2.500370952402747,772302.0779233986
1463,2005-09-08,SPU05 index,1231.9,1231.9,1238.2,2.500370952402747,770051.7440662361
1464,2005-09-09,SPU05 index,1242.1,1242.1,1248.5,2.500370952402747,776427.6899948629
1465,2005-09-12,SPU05 index,1240.2,1240.2,1246.6,2.500370952402747,775240.0137924718
1466,2005-09-13,SPU05 index,1232.6,1238.9,1238.9,2.500370952402747,770489.3089829064
1467,2005-09-14,SPZ05 index,1234.6,1234.6,1241.2,2.487656175584491,767815.078594153
1468,2005-09-15,SPZ05 index,1233.5,1233.5,1240.1,2.487656175584491,767130.9731458673
1469,2005-09-16,SPZ05 index,1242.3,1242.3,1249.0,2.487656175584491,772603.8167321532
1470,2005-09-19,SPZ05 index,1238.0,1238.0,1244.7,2.487656175584491,769929.5863434
1471,2005-09-20,SPZ05 index,1227.6,1227.6,1234.4,2.487656175584491,763461.6802868802
1472,2005-09-21,SPZ05 index,1215.9,1215.9,1222.6,2.487656175584491,756185.2859732957
1473,2005-09-22,SPZ05 index,1219.8,1219.8,1226.5,2.487656175584491,758610.7507444904
1474,2005-09-23,SPZ05 index,1220.5,1220.5,1227.2,2.487656175584491,759046.0905752177
1475,2005-09-26,SPZ05 index,1221.5,1221.5,1228.4,2.487656175584491,759668.0046191139
1476,2005-09-27,SPZ05 index,1221.7,1221.7,1228.7,2.487656175584491,759792.3874278931
1477,2005-09-28,SPZ05 index,1222.8,1222.8,1229.7,2.487656175584491,760476.4928761788
1478,2005-09-29,SPZ05 index,1231.8,1231.8,1238.7,2.487656175584491,766073.7192712439
1479,2005-09-30,SPZ05 index,1234.3,1234.3,1241.5,2.487656175584491,767628.5043809841
1480,2005-10-03,SPZ05 index,1231.8,1231.8,1239.1,2.487656175584491,766073.7192712439
1481,2005-10-04,SPZ05 index,1216.8,1216.8,1224.1,2.487656175584491,756745.008612802
1482,2005-10-05,SPZ05 index,1200.7,1200.7,1207.8,2.487656175584491,746732.1925060746
1483,2005-10-06,SPZ05 index,1196.9,1196.9,1203.9,2.487656175584491,744368.9191392694
1484,2005-10-07,SPZ05 index,1200.0,1200.0,1207.0,2.487656175584491,746296.8526753472
1485,2005-10-10,SPZ05 index,1190.0,1190.0,1197.0,2.487656175584491,740077.712236386
1486,2005-10-11,SPZ05 index,1188.4,1188.4,1195.4,2.487656175584491,739082.6497661523
1487,2005-10-12,SPZ05 index,1178.5,1178.5,1185.5,2.487656175584491,732925.7007315806
1488,2005-10-13,SPZ05 index,1178.1,1178.1,1185.0,2.487656175584491,732676.9351140221
1489,2005-10-14,SPZ05 index,1189.9,1189.9,1196.8,2.487656175584491,740015.5208319965
1490,2005-10-17,SPZ05 index,1194.2,1194.2,1201.3,2.487656175584491,742689.7512207497
1491,2005-10-18,SPZ05 index,1181.4,1181.4,1188.4,2.487656175584491,734729.2514588794
1492,2005-10-19,SPZ05 index,1200.4,1200.4,1207.4,2.487656175584491,746545.6182929057
1493,2005-10-20,SPZ05 index,1179.5,1179.5,1186.5,2.487656175584491,733547.6147754767
1494,2005-10-21,SPZ05 index,1183.8,1183.8,1190.7,2.487656175584491,736221.84516423
1495,2005-10-24,SPZ05 index,1202.4,1202.4,1209.5,2.487656175584491,747789.446380698
1496,2005-10-25,SPZ05 index,1198.9,1198.9,1206.1,2.487656175584491,745612.7472270617
1497,2005-10-26,SPZ05 index,1196.0,1196.0,1203.3,2.487656175584491,743809.1964997627
1498,2005-10-27,SPZ05 index,1182.5,1182.5,1189.7,2.487656175584491,735413.356907165
1499,2005-10-28,SPZ05 index,1199.7,1199.7,1207.0,2.487656175584491,746110.2784621785
1500,2005-10-31,SPZ05 index,1209.8,1209.8,1217.2,2.487656175584491,752391.6103055292
1501,2005-11-01,SPZ05 index,1206.3,1206.3,1213.7,2.487656175584491,750214.9111518929
1502,2005-11-02,SPZ05 index,1218.1,1218.1,1225.6,2.487656175584491,757553.496869867
1503,2005-11-03,SPZ05 index,1223.7,1223.7,1231.3,2.487656175584491,761036.2155156854
1504,2005-11-04,SPZ05 index,1222.0,1222.0,1229.6,2.487656175584491,759978.9616410619
1505,2005-11-07,SPZ05 index,1222.8,1222.8,1230.4,2.487656175584491,760476.4928761788
1506,2005-11-08,SPZ05 index,1222.8,1222.8,1230.4,2.487656175584491,760476.4928761788
1507,2005-11-09,SPZ05 index,1223.7,1223.7,1231.3,2.487656175584491,761036.2155156854
1508,2005-11-10,SPZ05 index,1233.7,1233.7,1241.4,2.487656175584491,767255.3559546466
1509,2005-11-11,SPZ05 index,1238.0,1238.0,1245.7,2.487656175584491,769929.5863434
1510,2005-11-14,SPZ05 index,1237.2,1237.2,1245.0,2.487656175584491,769432.0551082831
1511,2005-11-15,SPZ05 index,1232.5,1232.5,1240.3,2.487656175584491,766509.0591019713
1512,2005-11-16,SPZ05 index,1234.7,1234.7,1242.5,2.487656175584491,767877.2699985427
1513,2005-11-17,SPZ05 index,1245.2,1245.2,1253.1,2.487656175584491,774407.3674594521
1514,2005-11-18,SPZ05 index,1250.2,1250.2,1258.1,2.487656175584491,777516.9376789327
1515,2005-11-21,SPZ05 index,1257.0,1257.0,1265.1,2.487656175584491,781745.9531774262
1516,2005-11-22,SPZ05 index,1262.1,1262.1,1270.2,2.487656175584491,784917.7148012964
1517,2005-11-23,SPZ05 index,1268.6,1268.6,1276.8,2.487656175584491,788960.1560866212
1518,2005-11-24,SPZ05 index,1267.5,1267.5,1276.8,2.487656175584491,788276.0506383355
1519,2005-11-25,SPZ05 index,1270.1,1270.1,1278.3,2.487656175584491,789893.0271524654
1520,2005-11-28,SPZ05 index,1260.9,1260.9,1269.0,2.487656175584491,784171.4179486212
1521,2005-11-29,SPZ05 index,1259.3,1259.3,1267.4,2.487656175584491,783176.3554783873
1522,2005-11-30,SPZ05 index,1251.1,1251.1,1259.2,2.487656175584491,778076.660318439
1523,2005-12-01,SPZ05 index,1264.6,1264.6,1272.8,2.487656175584491,786472.4999110367
1524,2005-12-02,SPZ05 index,1266.0,1266.0,1274.2,2.487656175584491,787343.1795724913
1525,2005-12-05,SPZ05 index,1263.4,1263.4,1271.6,2.487656175584491,785726.2030583615
1526,2005-12-06,SPZ05 index,1265.5,1265.5,1273.7,2.487656175584491,787032.2225505434
1527,2005-12-07,SPZ05 index,1257.9,1257.9,1266.0,2.487656175584491,782305.6758169328
1528,2005-12-08,SPZ05 index,1256.7,1256.7,1264.8,2.487656175584491,781559.3789642574
1529,2005-12-09,SPZ05 index,1259.3,1259.3,1267.4,2.487656175584491,783176.3554783873
1530,2005-12-12,SPZ05 index,1261.1,1261.1,1269.2,2.487656175584491,784295.8007574002
1531,2005-12-13,SPZ05 index,1268.9,1277.1,1277.1,2.487656175584491,789146.7302997902
1532,2005-12-14,SPH06 index,1282.1,1282.1,1291.8,2.4716834399805503,792236.3345997657
1533,2005-12-15,SPH06 index,1277.8,1277.8,1287.3,2.4716834399805503,789579.2749017868
1534,2005-12-16,SPH06 index,1274.2,1274.2,1283.8,2.4716834399805503,787354.7598058042
1535,2005-12-19,SPH06 index,1267.5,1267.5,1277.0,2.4716834399805503,783214.6900438368
1536,2005-12-20,SPH06 index,1267.9,1267.9,1277.5,2.4716834399805503,783461.8583878351
1537,2005-12-21,SPH06 index,1269.9,1269.9,1279.7,2.4716834399805503,784697.7001078253
1538,2005-12-22,SPH06 index,1275.5,1275.5,1285.2,2.4716834399805503,788158.0569237979
1539,2005-12-23,SPH06 index,1276.5,1276.5,1286.2,2.4716834399805503,788775.9777837931
1540,2005-12-27,SPH06 index,1264.0,1264.0,1273.6,2.4716834399805503,781051.9670338539
1541,2005-12-28,SPH06 index,1265.2,1265.2,1274.8,2.4716834399805503,781793.4720658481
1542,2005-12-29,SPH06 index,1260.1,1260.1,1269.7,2.4716834399805503,778642.0756798729
1543,2005-12-30,SPH06 index,1254.8,1254.8,1264.4,2.4716834399805503,775367.0951218986
1544,2006-01-03,SPH06 index,1274.7,1274.7,1284.3,2.4716834399805503,787663.7202358019
1545,2006-01-04,SPH06 index,1280.5,1280.5,1290.0,2.4716834399805503,791247.6612237736
1546,2006-01-05,SPH06 index,1281.3,1281.3,1290.9,2.4716834399805503,791741.9979117698
1547,2006-01-06,SPH06 index,1291.8,1291.8,1301.5,2.4716834399805503,798230.1669417187
1548,2006-01-09,SPH06 index,1294.9,1294.9,1304.8,2.4716834399805503,800145.7216077036
1549,2006-01-10,SPH06 index,1296.1,1296.1,1306.0,2.4716834399805503,800887.2266396977
1550,2006-01-11,SPH06 index,1299.7,1299.7,1309.7,2.4716834399805503,803111.7417356803
1551,2006-01-12,SPH06 index,1293.6,1293.6,1303.4,2.4716834399805503,799342.4244897099
1552,2006-01-13,SPH06 index,1292.7,1292.7,1302.5,2.4716834399805503,798786.2957157143
1553,2006-01-17,SPH06 index,1289.5,1289.5,1299.3,2.4716834399805503,796808.9489637299
1554,2006-01-18,SPH06 index,1283.7,1283.7,1293.4,2.4716834399805503,793225.007975758
1555,2006-01-19,SPH06 index,1288.3,1288.3,1298.1,2.4716834399805503,796067.4439317357
1556,2006-01-20,SPH06 index,1264.8,1264.8,1274.3,2.4716834399805503,781546.30372185
1557,2006-01-23,SPH06 index,1269.2,1269.2,1278.7,2.4716834399805503,784265.1555058286
1558,2006-01-24,SPH06 index,1270.4,1270.4,1279.9,2.4716834399805503,785006.6605378229
1559,2006-01-25,SPH06 index,1271.0,1271.0,1280.6,2.4716834399805503,785377.4130538198
1560,2006-01-26,SPH06 index,1277.8,1277.8,1287.5,2.4716834399805503,789579.2749017868
1561,2006-01-27,SPH06 index,1289.2,1289.2,1299.0,2.4716834399805503,796623.5727057314
1562,2006-01-30,SPH06 index,1288.5,1288.5,1298.3,2.4716834399805503,796191.0281037347
1563,2006-01-31,SPH06 index,1283.6,1283.6,1293.4,2.4716834399805503,793163.2158897584
1564,2006-02-01,SPH06 index,1287.3,1287.3,1297.3,2.4716834399805503,795449.5230717406
1565,2006-02-02,SPH06 index,1271.9,1271.9,1281.8,2.4716834399805503,785933.5418278156
1566,2006-02-03,SPH06 index,1265.5,1265.5,1275.4,2.4716834399805503,781978.8483238466
1567,2006-02-06,SPH06 index,1268.7,1268.7,1278.6,2.4716834399805503,783956.195075831
1568,2006-02-07,SPH06 index,1257.5,1257.5,1267.3,2.4716834399805503,777035.4814438855
1569,2006-02-08,SPH06 index,1268.2,1268.2,1278.1,2.4716834399805503,783647.2346458335
1570,2006-02-09,SPH06 index,1265.8,1265.8,1275.8,2.4716834399805503,782164.2245818451
1571,2006-02-10,SPH06 index,1268.3,1268.3,1278.3,2.4716834399805503,783709.026731833
1572,2006-02-13,SPH06 index,1265.7,1265.7,1275.6,2.4716834399805503,782102.4324958456
1573,2006-02-14,SPH06 index,1278.3,1278.3,1288.4,2.4716834399805503,789888.2353317844
1574,2006-02-15,SPH06 index,1282.2,1282.2,1292.3,2.4716834399805503,792298.1266857653
1575,2006-02-16,SPH06 index,1291.7,1291.7,1301.9,2.4716834399805503,798168.3748557192
1576,2006-02-17,SPH06 index,1288.9,1288.9,1299.1,2.4716834399805503,796438.1964477329
1577,2006-02-20,SPH06 index,1288.9,1288.9,1299.1,2.4716834399805503,796438.1964477329
1578,2006-02-21,SPH06 index,1285.2,1285.2,1295.4,2.4716834399805503,794151.8892657508
1579,2006-02-22,SPH06 index,1292.2,1292.2,1302.5,2.4716834399805503,798477.3352857168
1580,2006-02-23,SPH06 index,1290.2,1290.2,1300.4,2.4716834399805503,797241.4935657264
1581,2006-02-24,SPH06 index,1293.0,1293.0,1303.3,2.4716834399805503,798971.6719737129
1582,2006-02-27,SPH06 index,1294.0,1294.0,1304.3,2.4716834399805503,799589.592833708
1583,2006-02-28,SPH06 index,1282.4,1282.4,1292.6,2.4716834399805503,792421.7108577645
1584,2006-03-01,SPH06 index,1291.9,1291.9,1302.2,2.4716834399805503,798291.9590277183
1585,2006-03-02,SPH06 index,1291.6,1291.6,1301.9,2.4716834399805503,798106.5827697195
1586,2006-03-03,SPH06 index,1286.4,1286.4,1296.7,2.4716834399805503,794893.394297745
1587,2006-03-06,SPH06 index,1279.6,1279.6,1289.8,2.4716834399805503,790691.532449778
1588,2006-03-07,SPH06 index,1277.6,1277.6,1287.8,2.4716834399805503,789455.6907297878
1589,2006-03-08,SPH06 index,1279.6,1279.6,1289.8,2.4716834399805503,790691.532449778
1590,2006-03-09,SPH06 index,1272.0,1272.0,1282.1,2.4716834399805503,785995.333913815
1591,2006-03-10,SPH06 index,1282.9,1282.9,1293.1,2.4716834399805503,792730.671287762
1592,2006-03-13,SPH06 index,1285.6,1285.6,1295.8,2.4716834399805503,794399.0576097488
1593,2006-03-14,SPH06 index,1298.5,1308.8,1308.8,2.4716834399805503,802370.2367036862
1594,2006-03-15,SPM06 index,1314.2,1314.2,1324.9,2.452231774766767,805680.7495996213
1595,2006-03-16,SPM06 index,1316.8,1316.8,1327.3,2.452231774766767,807274.7002532196
1596,2006-03-17,SPM06 index,1317.4,1317.4,1328.0,2.452231774766767,807642.5350194348
1597,2006-03-20,SPM06 index,1315.4,1315.4,1326.0,2.452231774766767,806416.4191320514
1598,2006-03-21,SPM06 index,1307.5,1307.5,1318.1,2.452231774766767,801573.261376887
1599,2006-03-22,SPM06 index,1314.6,1314.6,1325.2,2.452231774766767,805925.972777098
1600,2006-03-23,SPM06 index,1311.8,1311.8,1322.5,2.452231774766767,804209.4105347613
1601,2006-03-24,SPM06 index,1312.8,1312.8,1323.4,2.452231774766767,804822.468478453
1602,2006-03-27,SPM06 index,1311.0,1311.0,1321.5,2.452231774766767,803718.9641798079
1603,2006-03-28,SPM06 index,1302.4,1302.4,1313.1,2.452231774766767,798446.6658640594
1604,2006-03-29,SPM06 index,1310.1,1310.1,1320.8,2.452231774766767,803167.2120304853
1605,2006-03-30,SPM06 index,1307.5,1307.5,1318.3,2.452231774766767,801573.261376887
1606,2006-03-31,SPM06 index,1303.3,1303.3,1314.1,2.452231774766767,798998.4180133819
1607,2006-04-03,SPM06 index,1305.7,1305.7,1316.7,2.452231774766767,800469.757078242
1608,2006-04-04,SPM06 index,1314.7,1314.7,1325.7,2.452231774766767,805987.2785714671
1609,2006-04-05,SPM06 index,1319.0,1319.0,1330.0,2.452231774766767,808623.4277293414
1610,2006-04-06,SPM06 index,1317.5,1317.5,1328.5,2.452231774766767,807703.840813804
1611,2006-04-07,SPM06 index,1303.9,1303.9,1314.9,2.452231774766767,799366.252779597
1612,2006-04-10,SPM06 index,1305.4,1305.4,1316.4,2.452231774766767,800285.8396951344
1613,2006-04-11,SPM06 index,1294.0,1294.0,1304.9,2.452231774766767,793296.979137049
1614,2006-04-12,SPM06 index,1295.5,1295.5,1306.4,2.452231774766767,794216.5660525867
1615,2006-04-13,SPM06 index,1294.3,1294.3,1305.3,2.452231774766767,793480.8965201566
1616,2006-04-17,SPM06 index,1292.9,1292.9,1303.8,2.452231774766767,792622.6153989882
1617,2006-04-18,SPM06 index,1313.5,1313.5,1324.5,2.452231774766767,805251.6090390371
1618,2006-04-19,SPM06 index,1315.3,1315.3,1326.4,2.452231774766767,806355.1133376822
1619,2006-04-20,SPM06 index,1316.9,1316.9,1328.0,2.452231774766767,807336.006047589
1620,2006-04-21,SPM06 index,1317.0,1317.0,1328.1,2.452231774766767,807397.3118419581
1621,2006-04-24,SPM06 index,1314.5,1314.5,1325.6,2.452231774766767,805864.6669827289
1622,2006-04-25,SPM06 index,1309.4,1309.4,1320.5,2.452231774766767,802738.0714699012
1623,2006-04-26,SPM06 index,1309.1,1309.1,1320.3,2.452231774766767,802554.1540867935
1624,2006-04-27,SPM06 index,1315.1,1315.1,1326.2,2.452231774766767,806232.5017489437
1625,2006-04-28,SPM06 index,1315.9,1315.9,1327.0,2.452231774766767,806722.9481038973
1626,2006-05-01,SPM06 index,1308.2,1308.2,1319.4,2.452231774766767,802002.4019374711
1627,2006-05-02,SPM06 index,1318.1,1318.1,1329.3,2.452231774766767,808071.6755800188
1628,2006-05-03,SPM06 index,1312.3,1312.3,1323.5,2.452231774766767,804515.9395066071
1629,2006-05-04,SPM06 index,1317.0,1317.0,1328.2,2.452231774766767,807397.3118419581
1630,2006-05-05,SPM06 index,1328.9,1328.9,1340.2,2.452231774766767,814692.7013718892
1631,2006-05-08,SPM06 index,1327.2,1327.2,1338.6,2.452231774766767,813650.5028676133
1632,2006-05-09,SPM06 index,1329.3,1329.3,1340.7,2.452231774766767,814937.9245493658
1633,2006-05-10,SPM06 index,1327.8,1327.8,1339.2,2.452231774766767,814018.3376338283
1634,2006-05-11,SPM06 index,1311.7,1311.7,1322.9,2.452231774766767,804148.1047403921
1635,2006-05-12,SPM06 index,1294.3,1294.3,1305.3,2.452231774766767,793480.8965201566
1636,2006-05-15,SPM06 index,1297.2,1297.2,1308.2,2.452231774766767,795258.7645568626
1637,2006-05-16,SPM06 index,1294.9,1294.9,1305.9,2.452231774766767,793848.7312863717
1638,2006-05-17,SPM06 index,1269.0,1269.0,1279.8,2.452231774766767,777970.5305447568
1639,2006-05-18,SPM06 index,1263.1,1263.1,1273.8,2.452231774766767,774353.4886769757
1640,2006-05-19,SPM06 index,1270.8,1270.8,1281.5,2.452231774766767,779074.0348434019
1641,2006-05-22,SPM06 index,1262.0,1262.0,1272.6,2.452231774766767,773679.124938915
1642,2006-05-23,SPM06 index,1252.5,1252.5,1263.0,2.452231774766767,767855.0744738439
1643,2006-05-24,SPM06 index,1261.1,1261.1,1271.6,2.452231774766767,773127.3727895924
1644,2006-05-25,SPM06 index,1276.1,1276.1,1286.8,2.452231774766767,782323.2419449678
1645,2006-05-26,SPM06 index,1282.7,1282.7,1293.5,2.452231774766767,786369.424373333
1646,2006-05-30,SPM06 index,1260.0,1260.0,1270.6,2.452231774766767,772453.0090515316
1647,2006-05-31,SPM06 index,1272.1,1272.1,1282.9,2.452231774766767,779871.010170201
1648,2006-06-01,SPM06 index,1285.8,1285.8,1296.8,2.452231774766767,788269.9039987772
1649,2006-06-02,SPM06 index,1288.2,1288.2,1299.1,2.452231774766767,789741.2430636374
1650,2006-06-05,SPM06 index,1269.4,1269.4,1280.2,2.452231774766767,778215.7537222336
1651,2006-06-06,SPM06 index,1265.7,1265.7,1276.5,2.452231774766767,775947.4393305742
1652,2006-06-07,SPM06 index,1256.0,1256.0,1266.7,2.452231774766767,770000.7772767649
1653,2006-06-08,SPM06 index,1255.6,1255.6,1266.3,2.452231774766767,769755.5540992882
1654,2006-06-09,SPM06 index,1250.9,1250.9,1261.5,2.452231774766767,766874.1817639372
1655,2006-06-12,SPM06 index,1236.4,1236.4,1246.9,2.452231774766767,757984.8415804078
1656,2006-06-13,SPM06 index,1222.1,1232.4,1232.4,2.452231774766767,749218.1129856164
1657,2006-06-14,SPU06 index,1241.2,1241.2,1251.9,2.4317368159221564,754567.9339806451
1658,2006-06-15,SPU06 index,1267.7,1267.7,1278.8,2.4317368159221564,770678.1903861294
1659,2006-06-16,SPU06 index,1260.1,1260.1,1271.2,2.4317368159221564,766057.8904358773
1660,2006-06-19,SPU06 index,1248.5,1248.5,1259.5,2.4317368159221564,759005.853669703
1661,2006-06-20,SPU06 index,1252.4,1252.4,1263.5,2.4317368159221564,761376.7970652273
1662,2006-06-21,SPU06 index,1261.8,1261.8,1272.9,2.4317368159221564,767091.3785826442
1663,2006-06-22,SPU06 index,1255.9,1255.9,1267.0,2.4317368159221564,763504.566779159
1664,2006-06-23,SPU06 index,1255.5,1255.5,1266.9,2.4317368159221564,763261.3930975668
1665,2006-06-26,SPU06 index,1260.2,1260.2,1271.6,2.4317368159221564,766118.6838562754
1666,2006-06-27,SPU06 index,1249.7,1249.7,1261.0,2.4317368159221564,759735.3747144797
1667,2006-06-28,SPU06 index,1257.7,1257.7,1269.0,2.4317368159221564,764598.848346324
1668,2006-06-29,SPU06 index,1282.6,1282.6,1294.0,2.4317368159221564,779736.4100254393
1669,2006-06-30,SPU06 index,1279.4,1279.4,1290.9,2.4317368159221564,777791.0205727018
1670,2006-07-03,SPU06 index,1288.2,1288.2,1299.7,2.4317368159221564,783140.8415677305
1671,2006-07-05,SPU06 index,1279.7,1279.7,1291.3,2.4317368159221564,777973.4008338959
1672,2006-07-06,SPU06 index,1282.8,1282.8,1294.5,2.4317368159221564,779857.9968662355
1673,2006-07-07,SPU06 index,1275.0,1275.0,1286.7,2.4317368159221564,775116.1100751874
1674,2006-07-10,SPU06 index,1277.0,1277.0,1288.7,2.4317368159221564,776331.9784831484
1675,2006-07-11,SPU06 index,1282.3,1282.3,1293.8,2.4317368159221564,779554.0297642453
1676,2006-07-12,SPU06 index,1268.3,1268.3,1279.8,2.4317368159221564,771042.9509085177
1677,2006-07-13,SPU06 index,1247.5,1247.5,1258.6,2.4317368159221564,758397.9194657225
1678,2006-07-14,SPU06 index,1242.2,1242.2,1253.1,2.4317368159221564,755175.8681846256
1679,2006-07-17,SPU06 index,1240.5,1240.5,1251.4,2.4317368159221564,754142.3800378587
1680,2006-07-18,SPU06 index,1245.7,1245.7,1256.8,2.4317368159221564,757303.6378985576
1681,2006-07-19,SPU06 index,1262.5,1262.5,1273.7,2.4317368159221564,767516.9325254307
1682,2006-07-20,SPU06 index,1254.2,1254.2,1265.3,2.4317368159221564,762471.0786323922
1683,2006-07-21,SPU06 index,1244.7,1244.7,1255.7,2.4317368159221564,756695.703694577
1684,2006-07-24,SPU06 index,1267.5,1267.5,1278.6,2.4317368159221564,770556.6035453334
1685,2006-07-25,SPU06 index,1271.5,1271.5,1282.7,2.4317368159221564,772988.3403612555
1686,2006-07-26,SPU06 index,1273.2,1273.2,1284.4,2.4317368159221564,774021.8285080224
1687,2006-07-27,SPU06 index,1272.3,1272.3,1283.5,2.4317368159221564,773474.6877244398
1688,2006-07-28,SPU06 index,1284.3,1284.3,1295.5,2.4317368159221564,780769.8981722064
1689,2006-07-31,SPU06 index,1281.8,1281.8,1293.0,2.4317368159221564,779250.062662255
